Number;Text;Flag
1010014;You cannot use locked-down resources!;Original
1010015;You already have a blacksmithing menu.;Original
1010016;You did not select anything to make.;Original
1010017;You must make something first.;Original
1010018;What do you want to use this item on?;Original
1010019;Locked down resources cannot be used!;Original
1010020;*begins carving*;Original
1010021;You can no longer find all of the wood you were working with.;Original
1010022;*stops carving, but is left with nothing useful.*;Original
1010023;Since you are not a (co)owner of the house, you cannot destroy this.;Original
1010024;This item appears to be chop able, but is not.  You may wish to call for a GM to help you.;Original
1010025;You bless the item. The item cannot be stolen, and it will remain with you if you die.;Original
1010026;You have blessed the item. The item cannot be stolen, and it will remain with you if you die.;Original
1010027;~1_name~ robinhoods another arrow in the bullseye!;Original
1010028;~1_name~ robinhoods another arrow in the inner ring!;Original
1010029;~1_name~ robinhoods another arrow in the middle ring.;Original
1010030;~1_name~ robinhoods another arrow in the outer ring.;Original
1010031;~1_name~ robinhoods another bolt in the bullseye!;Original
1010032;~1_name~ robinhoods another bolt in the inner ring!;Original
1010033;~1_name~ robinhoods another bolt in the middle ring.;Original
1010034;~1_name~ robinhoods another bolt in the outer ring.;Original
1010035;~1_name~ hits the bullseye!;Original
1010036;~1_name~ hits the inner ring!;Original
1010037;~1_name~ hits the middle ring.;Original
1010038;~1_name~ hits the outer ring.;Original
1010039;The amount of resources changed since you started working with it.;Original
1010040;ankh;Original
1010041;serpent;Original
1010042;This broadcast crystal is already linked to 10 receivers.;Original
1010043;That receiver crystal is already linked to another broadcast crystal.;Original
1010044;You unlink the receiver crystal.;Original
1010045;That receiver crystal is not linked.;Original
1010046;You unlink the broadcast crystal from all of its receivers.;Original
1010047;You did not earn the right to loot this creature!;Original
1010048;Looting this monster corpse will be a criminal act!;Original
1010049;You may not loot this corpse.;Original
1010050;Looting this corpse will be a criminal act!;Original
1010051;Object error: Missing information on corpse;Original
1010052;You've committed a criminal act!!;Original
1010053;You've committed a criminal act!!;Original
1010054;You cannot loot that corpse!!;Original
1010055;You cannot loot that corpse!!  You didn't slay it!!;Original
1010056;Beware Ye Who Enter These Halls!;Original
1010057;Go no farther, lest ye face thy death!;Original
1010058;You have cured the target of all poisons!;Original
1010059;You have been cured of all poisons!;Original
1010060;You have failed to cure your target!;Original
1010061;An overwhelming sense of peace fills you.;Original
1010062;Fear to ye all who pass...;Original
1010063;Speak what ye wish, and ye shall be answered in kind.;Original
1010064;Ye have disturbed the dead, speak now, or begone!;Original
1010065;Begone ye who belong not here, begone or speak thy peace.;Original
1010066;Cast not thy fear into the hearts of this cave.;Original
1010067;I have nothing to say;Original
1010068;Three become one within these ancient halls. Remember thee this whence one encounters thy nemesis.;Original
1010069;Dare ye not break the division of three, for it is a sacred division.;Original
1010070;Call thee not a coward for entering this realm, beware though, that thine action might disrupt ;Original
1010071;what ye seek to fine.;Original
1010072;Fear not thy creatures within, for they differ from their fathers whose presence grace the land beyond ;Original
1010073;the entrance to this tomb.;Original
1010074;Blind forgiveness for the crimes which those shall commit against the nature of their being is the ;Original
1010075;divinity within every life.;Original
1010076;I have nothing to say;Original
1010077;Thou hast come a stranger and a visitor to these sacred halls.;Original
1010078;Within these halls two cultures combine to feed a third that hungers in the depths below.;Original
1010079;Beware thee who disrupt the balance of three, for in these halls, three doth become one.;Original
1010080;Take thy gifts, thy gifts that such a shrine can give, for fate is in thy hands, and in thy hands, thy sacred number of three.;Original
1010081;You carefully check the house and find no hidden people;Original
1010082;You carefully check the house and reveal one other person.;Original
1010083;You carefully check the house and reveal several people.;Original
1010084;The creature resisted the attempt to dispel it!;Original
1010085;You cannot use this.;Original
1010086;What do you want to use this on?;Original
1010087;You cannot use that!;Original
1010088;You cannot fill this locked down item with liquid.;Original
1010089;You fill the container with water.;Original
1010090;You fill the container with water.;Original
1010091;Select the player whose temp pack contents you wish to dump into your backpack.;Original
1010092;You may not use this on a black dye tub.;Original
1010093;You may not dye items which are locked down.;Original
1010094;Ouch!  Guards!;Original
1010095;This must be on your person to use.;Original
1010096;You cannot use this in your current form.;Original
1010097;You cannot use this while mounted.;Original
1010098;[Faction Trap];Original
1010099;You are enveloped in an explosion of fire!;Original
1010100;The 10 candidacy slots are already full;Original
1010101;load check;Original
1010102;FLS triggered;Original
1010103;no load;Original
1010104;You cannot join a faction as a young player;Original
1010105;You cannot use the faction stone until you have finished quitting your current faction;Original
1010106;You are currently banned from the faction system;Original
1010107;This is not your faction stone!;Original
1010108;Nobody ran for office;Original
1010109;Your guild is now joining the faction;Original
1010110;You cannot join a faction because you are in a guild and not the guildmaster;Original
1010111;You have joined the faction;Original
1010112;You cannot join a faction because you already declared your allegiance with another character;Original
1010113;Your guild will quit the faction in 7 days;Original
1010114;You cannot quit the faction because you are not the guild master;Original
1010115;Quitting Faction;Original
1010116;You are already running for office;Original
1010117;You are now running for office.;Original
1010118;You must have a higher rank to run for office;Original
1010119;You voted.;Original
1010120;Your merchant title has been removed;Original
1010121;You now have the faction title of scribe;Original
1010122;You now have the faction title of carpenter;Original
1010123;You now have the faction title of tinker;Original
1010124;You now have the faction title of blacksmith;Original
1010125;You now have the faction title of Bowyer;Original
1010126;Britain has received 10k silver;Original
1010127;Trinsic has received 10k silver;Original
1010128;Moonglow has received 10k silver;Original
1010129;Delucia has received 10k silver;Original
1010130;Minoc has received 10k silver;Original
1010131;Yew has received 10k silver;Original
1010132;Skara Brae has received 10k silver;Original
1010133;Magincia has received 10k silver;Original
1010134;You will be removed from the faction in 7 days;Original
1010135;You must be in your controlled town to change prices;Original
1010136;You do not have enough silver to change Shop Prices;Original
1010137;The price is 300;Original
1010138;The price is 250;Original
1010139;The price is 200;Original
1010140;The price is 150;Original
1010141;The price is 100;Original
1010142;The price is 50;Original
1010143;The price is normal.;Original
1010144;The price is -50;Original
1010145;The price is -100;Original
1010146;The price is -150;Original
1010147;The price is -200;Original
1010148;The price is -250;Original
1010149;The price is -300;Original
1010150;You have been fired as Finance Minister;Original
